text,lemma,type,pos,BM_x,domain,posts,annotator_agreement,metaphoricity_percentage,related_MV,target_domain,BM_y,BM_hypernym,BM_def,CM,CM_def,curator_comment,BM_RAE,CM_RAE
extensos,extenso,uniword,ADJ,None,None,,,,,,,,,,,,,
extirpado;extirpados,extirpado,uniword,ADJ,None,None,,,,,,,,,,,,,
extirpar;extirparon,extirpar,uniword,VERB,None,None,,,,"extirpar, extirpado","6, 61",,,,,,,"u.c.StringArray(elements=['en una operación quirúrgica, quitar un órgano o una formación patológica', 'arrancar de cuajo o de raíz.'])",
extirparlo,extirpar él,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
extraño,extraño,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,11,extra%C3%B1o-10103921-n,"intruder.n.01, stranger.n.01, whole.n.02, entity.n.01, causal_agent.n.01, traveler.n.01, object.n.01, unwelcome_person.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entrant.n.03, person.n.01",,extra%C3%B1o-00969333-a,,,,
extremo,extremo,uniword,NOUN,None,None,,,,,35,extremo-00446107-a,,,extremo-01212095-a,,,,
facilitar,facilitar,uniword,VERB,None,None,,,,facilitar información,53,facilitar-00518395-v,"help.v.01, support.v.01",,facilitar-00876200-v,,,,
facilitarle,facilitar él,uniword,VERB,None,None,,,,,,,,,,,,,
facilitarme,facilitarmar,uniword,VERB,None,None,,,,,,,,,,,,,
factor,factor,uniword,NOUN,None,None,,,,,5,,,,,,duda,,
fallar,fallar,uniword,VERB,None,None,,,,llevar sin fallo,"6, 23",fallar-00434374-v,change.v.02,,fallar-02528380-v,,,,
falle,fallir,uniword,VERB,None,None,,,,,,,,,,,,,
fallo,fallo,uniword,NOUN,None,None,,,,,,,,,,,,,
faltaba,faltar,uniword,VERB,None,None,,,,,,,,,,,,,
familia,familia,uniword,NOUN,None,None,,,,,"76, 75",familia-07969695-n,"abstraction.n.06, social_group.n.01, entity.n.01, group.n.01","group of people related by blood or marriage: clan, familia, saga, tribu",familiaridad-04655442-n,"close or warm friendship: confianza, familiaridad, franqueza, intimidad",,,
fan,fan,uniword,NOUN,None,None,,,,,,,,,,,not cancer related,,
fase,fase,uniword,NOUN,None,None,,,,fase de desconcierto,"2, 3",fase-00306900-n,"act.n.02, abstraction.n.06, event.n.01, motion.n.06, psychological_feature.n.01, action.n.01, change.n.03, entity.n.01, travel.n.01",,fase-13939892-n,,,,
fastidia,fastidiar,uniword,VERB,None,None,,,,,"2, 11","fastidiar-01789514-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fastidiar-02507736-v",,,,,,,
fe,fe,uniword,NOUN,None,None,,,,,31,fe-08081668-n,"organization.n.01, social_group.n.01, group.n.01, abstraction.n.06, institution.n.01, entity.n.01",,esperanza-07541053-n,,,,
fe.te,fe.te,uniword,PROPN,None,None,,,,,,,,,,,,,
fin,fin,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,"fin, final",26,"fin-08565894-n, final-01010025-a",,,final-14562960-n,"a final state: destrucción, final, muerte",,,
final,final,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,,,,,,,,,
firme,firme,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,53,"firme-01151740-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02095542-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02095670-a",,,"firme-00764484-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/firme-02130272-a",,,,
flojea,flojear,uniword,VERB,None,None,,,,"flojear, flojo","3, 23",flojo-00503321-a,,,desánimo-14486533-n,,,,
flojo,flojo,uniword,ADJ,None,None,,,,,,,,,,,,,
focalizados,focalizado,uniword,ADJ,None,None,,,,"focalizado, foco","11, 12",enfocar-00292368-v,"lighten.v.05, change.v.02, light.v.01",,ubicación-00155487-n,,,,
focalizado,focalizar,uniword,VERB,None,None,,,,,,,,,,,,,
foco;focos,foco,uniword,NOUN,None,None,,,,foco residual del tumor,28,residuo-13810818-n,"part.n.01, abstraction.n.06, entity.n.01, relation.n.01",,,,mwe,,
forma;formas,forma,uniword,NOUN,None,None,,,,,,,,,,,,,
formado,formado,uniword,ADJ,None,None,,,,,,,,,,,,,
formamos,formar,uniword,VERB,None,None,,,,,,,,,,,,,
fortaleza,fortaleza,uniword,NOUN,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,34,fortaleza-03386011-n,"whole.n.02, structure.n.01, physical_entity.n.01, object.n.01, defensive_structure.n.01, entity.n.01, artifact.n.01","a fortified defensive structure: alcázar, fortaleza, fuerte",fortaleza-05029706-n,the property of being physically or mentally strong: fortaleza,,,
francamente,francamente,uniword,ADV,None,None,,,,,,,,,,,,,
,frenar,,,,,,,,,11,frenar-01863593-v,stop.v.05,,,,,,
frene,frene,uniword,VERB,None,None,,,,,,,,,,,,,
frio,frio,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fr%C3%ADo-05015463-n']),u.c.StringArray(elements=['Emociones » Soledad']),,,,,36,fr%C3%ADo-05015463-n,"property.n.02, agent.n.01, attribute.n.02, fundamental_quantity.n.01, vasoconstrictor.n.01, coldness.n.03, physical_property.n.01, causal_agent.n.01, measure.n.02, physical_entity.n.01, abstraction.n.06, entity.n.01, temperature.n.01",,fr%C3%ADo-00857206-a,,,,
frio,frio,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fr%C3%ADo-05015463-n']),u.c.StringArray(elements=['Emociones » Soledad']),,,,,73,frío-01251128-a,,,distante-01077263-a,,,,
fruto,fruto,uniword,NOUN,None,u.c.StringArray(elements=['personas>>apoyo']),,,,,8,"fruto-04612722-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fruto-13134947-n",,,fruto-04612722-n,"an amount of a product: fruto, producción",,,
fríos,frío,uniword,NOUN,None,None,,,,,,,,,,,,,
fuente,fuente,uniword,NOUN,None,None,,,,,3,"fuente-03387815-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/fuente-09443453-n",,,fuente-04263614-n,"a facility where something is available: canal, fuente",,,
,fuera,,,,,,,,,3,fuera-00129527-n,"act.n.02, event.n.01, failure.n.01, nonaccomplishment.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01","(no definition): fuera, out",f%C3%ADsicamente-00115254-r,,,,
fuerte';fuerte;fuertes,fuerte,uniword,ADJ,None,None,,,,,34,fuerte-02387413-a,,"(of a person) possessing physical strength and weight; rugged and powerful: fornido, forzudo, fuerte, musculoso, robusto",fuerte-01188762-a,marked by great psychological weight; weighted down especially with sadness or troubles or weariness: fuerte,,,
fuerza;fuerzas,fuerza,uniword,NOUN,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"77, 34, 7, 3, 22",fuerza-00103834-n,"act.n.02, event.n.01, psychological_feature.n.01, propulsion.n.02, abstraction.n.06, entity.n.01","the act of applying force to propel something: empuje, fuerza, impulso",fuerza-01211019-n,"the act of giving hope or support to someone: aliento, coraje, fuerza, valor, ánimo",,,
funcionará;funcionan;funciona;funcionar;funcionaron;funcionando;funcione,funcionar,uniword,VERB,None,None,,,,,6,funcionar-01525666-v,,"perform as expected when applied: funcionar, marchar, operar, trabajar",funcionar-02525447-v,have an effect or outcome; often the one desired or expected: funcionar,,,
funciono,funciono,uniword,VERB,None,None,,,,,,,,,,,,,
ganas,gana,uniword,NOUN,None,None,,,,,,,,,,,,,
,ganas,,,,,,,,,,,,,,,no met,,
gestionar,gestionar,uniword,VERB,None,None,,,,,3,gestionar-02431971-v,"manage.v.02, control.v.01",,sentir-00690305-v,,,,
girando,girar,uniword,VERB,None,None,,,,,32,girar-00100410-v,"exercise.v.04, tumble.v.11","execute a roll, in tumbling: girar, rodar",pensar-00608808-v,be capable of conscious thought: pensar,,,
golpe,golpe,uniword,NOUN,None,None,,,,,,,,,,,,,
golpear,golpear,uniword,VERB,None,None,,,,"golpear, golpe, ser un golpe",53,golpe-00133338-n,"act.n.02, blow.n.01, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01",,,,,,
"gran noticia,",gran,multiword,ADJ,None,None,,,,,,,,,,,,,
grande,grande,uniword,ADJ,None,None,,,,reto grande,6,grande-00624576-a,,"complejo-05870365-n""",,,,,
graves;grave,grave,uniword,ADJ,None,None,,,,,23,grave-01215421-a,,"used of sounds and voices; low in pitch or frequency: bajo, grave",grave-00580039-a,"conspicuously and outrageously bad or reprehensible: abominable, atroz, craso, escandaloso, flagrante, grave, tremendo",,,
gravedad,gravedad,uniword,NOUN,None,None,,,,,52,gravedad-11464143-n,"natural_phenomenon.n.01, phenomenon.n.01, physical_phenomenon.n.01, force.n.02, physical_entity.n.01, process.n.06, attraction.n.01, entity.n.01",,gravedad-05036715-n,,,,
guiando,guiar,uniword,VERB,None,None,,,,,"72, 53",guía-01144876-n,"management.n.01, act.n.02, event.n.01, group_action.n.01, social_control.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01",,guía-06422740-n,,,,
gustos,gusto,uniword,NOUN,None,None,,,,,,"gusto-05658226-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/gusto-05844282-n",,,gusto-05749619-n,"delicate discrimination (especially of aesthetic values): apreciación, discernimiento, gusto, perceptividad",no cancer related,,u.c.StringArray(elements=['manera de apreciar las cosas cada persona.'])
han subido;ha seguido;había hecho;haya estancado;ha llenado;he  superado;ha avanzado;ha pasado por;hayan juntado;habían vuelto;han descubierto;ha superado;hemos vuelto todos a nacer;han apoyado;hayan pasado por;haya;ha ido;ha muerto;he pasado;ha pasado,haber,multiword,AUX,None,None,"60, 30, 40, 19",,,hoy en día hay,,,,,,,duda BM,,
hace;hacer;haciendo;hice;hizo,hacer,uniword,VERB,None,None,"21, 60",,,"deberías hacer, empezar hacer, es lo que tienes que hacer., ha de hacer, hacer efecto, hacer caso, hacer como si nada (pasase), hacer frente (a algo), hacer mella, hacer nada, hacer todo lo posible, hacer tu vida, hacer vida normal, hacerse a algo, hacer estragos
",,,,,hacer-00010435,behave in a certain manner: show a certain behaviour,duda BM,,
hallazgo;hallazgos.,hallazgo,uniword,NOUN,None,None,,,,,11,hallazgo-00043195-n,"act.n.02, event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01","the act of discovering something: descubrimiento, hallazgo",detectar-02154508-v,"discover or determine the existence, presence, or fact of: advertir, apreciar, descubrir, detectar, distinguir, divisar, encontrar, observar, percibir, vislumbrar",,,
hecho,hecho,uniword,ADJ,None,u.c.StringArray(elements=['Cancer » Cáncer como entidad']),,,,,,,,,,,,,
hermanos,hermano,uniword,NOUN,None,None,,,,,75,hermano-09876454-n,"male_sibling.n.01, whole.n.02, causal_agent.n.01, kinsman.n.01, relative.n.01, object.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entity.n.01, person.n.01",a male with the same parents as someone else: hermano,hermano-09877951-n,"a close friend who accompanies his buddies in their activities: acompañante, amigo, amigota, amigote, amigueta, amiguete, camarada, colega, compañera, compañero, compinche, cuate, edecán, hermana, hermano, pal, socia, socio",,,
hilo,hilo,uniword,NOUN,None,None,,,,,,,,,,,,,
hinchado,hinchado,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n']),u.c.StringArray(elements=['Emociones » Otros']),,,,,23,hinchar-00264034-v,"expand.v.03, enlarge.v.01, change.v.01, increase.v.02","fill with gas or air: hinchar, hincharse, inflar, inflarse, subir",hinchar-00263682-v,"to swell or cause to enlarge, ""Her faced puffed up from the drugs"": hinchar, hincharse",,,
hombro,hombro,uniword,NOUN,None,None,,,,,77,hombro-05548840-n,"body_part.n.01, part.n.03, physical_entity.n.01, thing.n.12, entity.n.01",the part of the body between the neck and the upper arm: hombro,hombro+a+hombro-00034500-r,,MWE,,
horribles,horrible,uniword,ADJ,None,None,,,,google solo cuenta estadísticas horribles',52,horrible-01126291-a,,,,,no met,,
humanidad,humanidad,uniword,NOUN,None,None,,,,,83,humanidad-02472987-n,"homo.n.02, placental.n.01, vertebrate.n.01, hominid.n.01, whole.n.02, physical_entity.n.01, primate.n.02, mammal.n.01, animal.n.01, living_thing.n.01, chordate.n.01, object.n.01, group.n.01, abstraction.n.06, organism.n.01, entity.n.01",,humanidad-04828925-n,,,,
humano,humano,uniword,ADJ,None,None,,,,ser muy humano,72,humano-00007846-n,"whole.n.02, causal_agent.n.01, object.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entity.n.01","a human being: alguien, alguno, alma, humano, individuo, mortal, persona, ser, ser humano",humano-01261867-a,"marked or motivated by concern with the alleviation of suffering: humanitario, humano",mwe,,
hundida,hundido,uniword,ADJ,None,None,,,,,3,"hundido-01212867-a, hundir-01986869-v, hundir-01530098-v",,,"aburmado, abatido",,,,"u.c.StringArray(elements=['abrumar, oprimir, abatir. (rae)'])"
hundido,hundir,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
hábitos,hábito,uniword,NOUN,None,None,,,,,,,,,,,,,
ida,ida,uniword,NOUN,None,None,,,,,,,,,,,,,
identifico,identificar,uniword,VERB,None,None,,,,indentificar(se) con alguien,,identificar-00618878-v,determine.v.03,,,,"mwe, duda",,
idioma,idioma,uniword,NOUN,None,None,,,,,"77, 3",vivir-02614181-v,,"have life, be alive: durar, existir, morar, vivir",sentir-00596644-v,"have firsthand knowledge of states, situations, emotions, or sensations: experimentar, saber, sentir",,,
imaginar,imaginar,uniword,VERB,None,None,,,,tengo trabajo y no imagino el día en que vuelva allí y hacer como si nada pasase',,imaginar-01636397-v,"create_by_mental_act.v.01, make.v.03",insoportable-01711724-,,,mwe,,
impactante,impactante,uniword,ADJ,None,None,,,,,,,,,,,,,
impacto,impacto,uniword,NOUN,None,None,,,,"impacto, impactante","21, 53",impacto-01173038-n,"act.n.02, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01","a powerful stroke with the fist or a weapon: golpe, golpetazo, impacto",impacto-11414411-n,"a forceful consequence; a strong effect: consecuencia, efecto, impacto",,,
,impedimento,,,,,,,,tener impedimentos,51,impedimento-05691144-n,"obstacle.n.01, abstraction.n.06, psychological_feature.n.01, cognitive_factor.n.01, hindrance.n.01, entity.n.01, cognition.n.01, difficulty.n.02",,aceptar-00797697-v,,,,
impide,impedir,uniword,VERB,None,None,,,,,,,,,,,,,
implantes;implantes.,implant,uniword,ADJ,None,None,,,,,,,,,,,,,
implante,implante,uniword,NOUN,None,None,,,,,"12, 61",plantar-01567275-v,"put.v.01, move.v.02",,implante-03563710-n,,duda BM,"u.c.StringArray(elements=['med. prótesis, tejido o sustancia que se coloca en el cuerpo para mejorar alguna de sus funciones, o con fines estéticos.', 'plantar, encajar, injertar.'])",
inactivo,inactivo,uniword,ADJ,None,None,,,,,"12, 28",inactivo-01564315-a,,"not in physical motion: estático, inactivo, inmóvil, parado, quedo, quieto",inactivo-00033574-a,not active physically or mentally: inactivo,,,
incertidumbre,incertidumbre,uniword,NOUN,None,None,,,,,,,,,,,no met,,
incierto,incierto,uniword,ADJ,None,None,,,,,,,,,,,,,
incontables,incontabl,uniword,ADJ,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,,,,,,,,,
infierno,infierno,uniword,PROPN,None,None,,,,,2,infierno-05629381-n,"imagination.n.01, imaginary_place.n.01, creativity.n.01, ability.n.02, psychological_feature.n.01, abstraction.n.06, entity.n.01, cognition.n.01","(religion) the world of the dead: Hades, abismo, averno, infierno, inframundo, orco, submundo",infierno-07305907-n,a cause of difficulty and suffering: infierno,,,
influir,influir,uniword,VERB,None,None,,,,influir en las respuestas,53,influir-00701040-v,"cause.v.01, make.v.03",,,,mwe,,
injusta,injusta,uniword,ADJ,None,None,,,,,,,,,,,,,
,injusto,,,,,,,,enfermedad injusta,,,,,,,mwe,,
inmenso,inmenso,uniword,ADJ,None,None,,,,agradecimiento inmenso,3,inmenso-01385255-a,,,,,,,
inmersa,inmerso,uniword,ADJ,None,None,,,,pasar una vida inmersa en hospitales,"2, 83",inmersión-00442981-n,"act.n.02, activity.n.01, water_sport.n.01, event.n.01, swimming.n.01, psychological_feature.n.01, diversion.n.01, abstraction.n.06, sport.n.01, entity.n.01",,,,,,
,insaciados,,,,,,,,,3,insaciable-02078399-a,,"impossible to satisfy: insaciable, insaciado",insaciablemente-00376761-r,(no definition): insaciablemente,,,
insasiados,insasiado,uniword,ADJ,None,None,,,,,,,,,,,,,
insoportables,insoportable,uniword,ADJ,None,None,,,,,25,soporte-04359589-n,"whole.n.02, physical_entity.n.01, device.n.01, object.n.01, instrumentality.n.03, entity.n.01, artifact.n.01",insoportable-01711724-,,,,,
insípida,insípido,uniword,ADJ,None,None,,,,,,,,,,,,,
integrantes,integrante,uniword,ADJ,None,None,,,,,,,,,,,,,
,integrantes,,,,,,,,,7,integrante-03081021-n,"part.n.02, physical_entity.n.01, entity.n.01, object.n.01","an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system: componente, constituyente, elemento, integrante",integrante-01330986-a,(no definition): integrante,,,
intercambiar,intercambiar,uniword,VERB,None,None,,,,,,intercambiar-00121926-v,change.v.01,"cause to change places: intercambiar, reemplazar, transponer",intercambiar-02257370-v,"give to, and receive from, one another: cambiar, intercambiar",,,
interior,interior,uniword,PROPN,None,None,,,,paz interior,3,,,,,,mwe,u.c.StringArray(elements=['que está en la parte de adentro.']),u.c.StringArray(elements=['que solo se siente en el alma.'])
intervención,intervención,uniword,NOUN,None,None,,,,,,,,,,,,,
intervenir;intervinieron,intervenir,uniword,VERB,None,None,,,,"intervenir, intervención",6,intervenir-02188848-v,"perceive.v.01, listen_in.v.02, listen.v.01",,intervenir-00083809-v,,duda BM,,
intervenirme,intervenir yo,uniword,VERB,None,None,,,,,,,,,,,,,
inundan,inundar,uniword,VERB,None,None,,,,,"6, 82",inundar-00217700-v,"touch.v.05, flood.v.02, cover.v.02",,,,,,
,invadir,,,,,,,,"invadir, invasivo","32, 61",invadir-01126360-v,"attack.v.01, contend.v.06","[""march aggressively into another's territory by military force for the purposes of conquest and occupation: invadir, ocupar""]",,,,,
invasiva,invasivo,uniword,ADJ,None,None,,,,,,,,,,,,,
va;fuimos;ido;van;iba;vayas;ir,ir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,"¿cómo (pro) ir?, ¿cómo te está yendo?
, ir bien","2, 22, 6, 35, 35",ir-00341560-v,happen.v.01,"follow a certain course: ir, proceder",estar-02604760-v,"have the quality of being; (copula, used with an adjective or a predicate noun): estar, ser",,,
va;fuimos;ido;van;iba;vayas;ir,ir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,ir(se) la vida,"2, 22, 6, 35, 36",ir-00341560-v,happen.v.01,"follow a certain course: ir, proceder",ir-00358431-v,"pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer",,,
va;fuimos;ido;van;iba;vayas;ir,ir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"2, 22, 6, 35, 37",ir-00341560-v,happen.v.01,"follow a certain course: ir, proceder",ir-02372605-v,"follow a procedure or take a course: acudir, avanzar, ir, proceder",,,
va;fuimos;ido;van;iba;vayas;ir,ir,uniword,VERB,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,"ir a peor, ir y venir","2, 22, 6, 35, 38",ir-00341560-v,happen.v.01,"follow a certain course: ir, proceder",ir-02727039-v,change or be different within limits: ir,,,
irme,ir yo,uniword,VERB,"u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00292672-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00333758-v'])",u.c.StringArray(elements=['Emociones » Molestia (física o mental)']),,,,,,,,,,,,,
irían,irir,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,,,,,,,,,
irradia,irradiar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v']),u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor']),,,,,,,,,,,no met,,"u.c.StringArray(elements=['transmitir, propagar, difundir. (rae)'])"
jodido,jodido,uniword,ADJ,None,None,,,,ser jodido renunciar al tratamiento por el costo,,,,,,,mwe,,
junta,junta,uniword,PROPN,None,None,,,,,,,,,,,,,
,juntar,,,,,,,,juntar(se) emociones,,,,,,,mwe,,
juntos,junto,uniword,ADJ,None,None,,,,,,,,,,,,,
juzgo,juzgo,uniword,NOUN,None,None,,,,,,,,,,,"duda, post 60",,
larga;largos,largo,uniword,ADJ,None,None,,,,,,,,,,,,,
leches,leches,uniword,NOUN,None,None,,,,,,leche-05399034-n,"substance.n.01, entity.n.01, part.n.01, relation.n.01, nutriment.n.01, liquid_body_substance.n.01, abstraction.n.06, physical_entity.n.01, food.n.01, matter.n.03, body_substance.n.01, substance.n.07",produced by mammary glands of female mammals for feeding their young: leche,leche-07410207-n,"a vigorous blow: cinturón, derribo, golpe, golpe fuerte, hostia, lechazo, leche, mamporro, piña, tortazo, zambombazo","duda, post 20",,
lejanos,lejano,uniword,ADJ,None,None,,,,,3,lejano-00442917-a,,,,,,,
lenta,lento,uniword,ADJ,None,None,,,,,22,,,,,,no met,,
,levantar,,,,,,,,,"3, 77",levantar-00018405-v,"move.v.02, raise.v.02",,animar-00193130-v,,,,
levantarlo,levantar él,uniword,VERB,None,None,,,,,,,,,,,,,
librando,librar,uniword,VERB,None,None,,,,,,,,,,,,,
librarse,librar él,uniword,VERB,None,None,,,,,,,,,,,,,
,librar(se),,,,,,,,,"3, 35",librarse-02074677-v,"flee.v.01, scat.v.01, leave.v.01","run away from confinement: desatarse, escapar, escaparse, evadir, evadirse, fugarse, huir, irse, librarse","librarse-02350175-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/librarse+de-01513430-v",,,,
libre,libre,uniword,ADJ,None,None,,,,libre de enfermedad,22,libre-01416255-a,,,,,,,
lidiar,lidiar,uniword,VERB,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a']),u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,"3, 2, 21",lidiar-01090335-v,,"be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar",experimentar-02108026-v,"go through (mental or physical states or experiences): experimentar, tener",,,
ligero,ligero,uniword,ADJ,None,u.c.StringArray(elements=['Cancer » Tecnicismo cáncer']),,,,,11,ligero-01186733-a,,weighing relatively little compared with another item or object of similar use: ligero,peque%C3%B1o-01391351-a,,,,
limitados,limitado,uniword,NOUN,None,None,,,,,6,límite-13903738-n,"attribute.n.02, line.n.04, boundary.n.02, abstraction.n.06, entity.n.01, shape.n.02",,capaz-00051045-a,,,,
limpiar,limpiar,uniword,VERB,None,None,,,,"limpiar, limpio",22,limpio-00417413-a,,free from dirt or impurities; or having clean habits: limpio,curado-02541012-a,"freed from illness or injury: cerrado, cicatrizado, curado, recuperado, repuesto, restablecido",,,
limpios;limpia;limpio,limpio,uniword,ADJ,None,None,,,,,,,,,,,,,
limpiooo,limpiooo ,uniword,VERB,None,None,,,,,,,,,,,,,
llegué;llegamos;llegó;llegado,llegar,uniword,VERB,None,None,,,,llegar resultados,5,llegar-00341917-v,happen.v.01,,recibir-02210119-v,,,,
llegué;llegamos;llegó;llegado,llegar,uniword,VERB,None,None,,,,llegar a decir,81,,,,llegar-01063529-v,,,,
,llenar,,,,,,,,"llenar, lleno",31,"lleno-00560100-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/lleno-01083157-a",,,cuantioso-00013887-a,"present in great quantity: abundante, bastante, colmado, copiosa, copioso, cuantioso",,,
llena;lleno,lleno,uniword,ADJ,u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n']),"u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])",,,,,,,,,,,,,
llevaderos;llevadero,llevadero,uniword,VERB,None,None,,,,,,,,,,,,,
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando,llevar,uniword,VERB,None,None,,,,,"25, 2",llevar-01432601-v,"transport.v.02, move.v.02","move while holding up or supporting: llevar, traer",doler-00065070-v,"feel pain or be in pain: doler, lesionar, padecer, sufrir",duda,,
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando,llevar,uniword,VERB,None,None,"7, 9, 16, 21",,,,,llevar-01432601-v,"transport.v.02, move.v.02","move while holding up or supporting: llevar, traer",llevar-01218084-v,"bear or be able to bear the weight, pressure,or responsibility of: llevar",duda,,
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando,llevar,uniword,VERB,None,None,"7, 9, 16, 22",,,,,llevar-00047745-v,have.v.02,"[""have on one's person: llevar, vestir""]",llevar-01434140-v,"be accompanied by: llevar, traer",duda,,
llevarà,llevarà,uniword,NOUN,None,None,,,,,,,,,,,,,
llevé,llevé,uniword,VERB,None,None,,,,,,,,,,,,,
logro,lograr,uniword,VERB,None,None,,,,,,,,,,,,,
,logro,,,,,,,,ser un logro,28,logro-00036762-n,"act.n.02, abstraction.n.06, event.n.01, action.n.01, psychological_feature.n.01, accomplishment.n.01, entity.n.01",,,,,,
lotería,lotería,uniword,NOUN,None,None,,,,"siento mucho lo que estáis pasando, es una triste lotería en este sorteo que es la vida'",2,lotería-00508091-n,"act.n.02, activity.n.01, gambling.n.01, event.n.01, wrongdoing.n.02, game.n.01, psychological_feature.n.01, transgression.n.01, diversion.n.01, vice.n.02, abstraction.n.06, entity.n.01, game_of_chance.n.01",,,,mwe,,
luchas;lucha,lucha,uniword,NOUN,None,None,,,,,,,,,,,,,
luchado,luchado,uniword,ADJ,None,None,,,,,,,,,,,,,
luchadores;luchadores y luchadoras;luchador,luchador,uniword,ADJ,None,None,,,,,,,,,,,,,
luchadoras;luchadora,luchadora,uniword,NOUN,None,None,,,,,,,,,,,,,
luchanco,luchanco,uniword,VERB,None,None,,,,,,,,,,,,,
