text	related_MV	lemma	type	pos	TD	TD_add	BM	BM_def	BM_RAE	BM_additional	BM_hypernym	CM	CM_def	CM_RAE	MWE_Source
hace;hacer;haciendo;hice;hizo	deberías hacer, empezar hacer, es lo que tienes que hacer., ha de hacer, hacer efecto, hacer caso, hacer como si nada (pasase), hacer frente (a algo), hacer mella, hacer nada, hacer todo lo posible, hacer tu vida, hacer vida normal, hacerse a algo, hacer estragos 	hacer	uniword	VERB		None				None		hacer-00010435	behave in a certain manner: show a certain behaviour		
hallazgo;hallazgos.		hallazgo	uniword	NOUN	11	None	hallazgo-00043195-n	the act of discovering something: descubrimiento, hallazgo		None	act.n.02, event.n.01, psychological_feature.n.01, abstraction.n.06, entity.n.01	detectar-02154508-v	discover or determine the existence, presence, or fact of: advertir, apreciar, descubrir, detectar, distinguir, divisar, encontrar, observar, percibir, vislumbrar		
hecho		hecho	uniword	ADJ		u.c.StringArray(elements=['Cancer » Cáncer como entidad'])				None					
hermanos		hermano	uniword	NOUN	75	None	hermano-09876454-n	a male with the same parents as someone else: hermano		None	male_sibling.n.01, whole.n.02, causal_agent.n.01, kinsman.n.01, relative.n.01, object.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entity.n.01, person.n.01	hermano-09877951-n	a close friend who accompanies his buddies in their activities: acompañante, amigo, amigota, amigote, amigueta, amiguete, camarada, colega, compañera, compañero, compinche, cuate, edecán, hermana, hermano, pal, socia, socio		
hilo		hilo	uniword	NOUN		None				None					
hinchado		hinchado	uniword	ADJ	23	u.c.StringArray(elements=['Emociones » Otros'])	hinchar-00264034-v	fill with gas or air: hinchar, hincharse, inflar, inflarse, subir		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	expand.v.03, enlarge.v.01, change.v.01, increase.v.02	hinchar-00263682-v	to swell or cause to enlarge, "Her faced puffed up from the drugs": hinchar, hincharse		
hombro		hombro	uniword	NOUN	77	None	hombro-05548840-n	the part of the body between the neck and the upper arm: hombro		None	body_part.n.01, part.n.03, physical_entity.n.01, thing.n.12, entity.n.01	hombro+a+hombro-00034500-r			
horribles	google solo cuenta estadísticas horribles'	horrible	uniword	ADJ	52	None	horrible-01126291-a			None					
humanidad		humanidad	uniword	NOUN	83	None	humanidad-02472987-n			None	homo.n.02, placental.n.01, vertebrate.n.01, hominid.n.01, whole.n.02, physical_entity.n.01, primate.n.02, mammal.n.01, animal.n.01, living_thing.n.01, chordate.n.01, object.n.01, group.n.01, abstraction.n.06, organism.n.01, entity.n.01	humanidad-04828925-n			
humano	ser muy humano	humano	uniword	ADJ	72	None	humano-00007846-n	a human being: alguien, alguno, alma, humano, individuo, mortal, persona, ser, ser humano		None	whole.n.02, causal_agent.n.01, object.n.01, living_thing.n.01, physical_entity.n.01, organism.n.01, entity.n.01	humano-01261867-a	marked or motivated by concern with the alleviation of suffering: humanitario, humano		
hundida		hundido	uniword	ADJ	3	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	hundido-01212867-a, hundir-01986869-v, hundir-01530098-v			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])		aburmado, abatido		u.c.StringArray(elements=['abrumar, oprimir, abatir. (rae)'])	
hábitos		hábito	uniword	NOUN		None				None					
ida		ida	uniword	NOUN		None				None					
identifico	indentificar(se) con alguien	identificar	uniword	VERB		None	identificar-00618878-v			None	determine.v.03				
idioma		idioma	uniword	NOUN	77, 3	None	vivir-02614181-v	have life, be alive: durar, existir, morar, vivir		None		sentir-00596644-v	have firsthand knowledge of states, situations, emotions, or sensations: experimentar, saber, sentir		
imaginar	tengo trabajo y no imagino el día en que vuelva allí y hacer como si nada pasase'	imaginar	uniword	VERB		None	imaginar-01636397-v	insoportable-01711724-		None	create_by_mental_act.v.01, make.v.03				
impactante		impactante	uniword	ADJ		None				None					
impacto	impacto, impactante	impacto	uniword	NOUN	21, 53	None	impacto-01173038-n	a powerful stroke with the fist or a weapon: golpe, golpetazo, impacto		None	act.n.02, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01	impacto-11414411-n	a forceful consequence; a strong effect: consecuencia, efecto, impacto		
impedimento	tener impedimentos	impedimento	uniword	NOUN	51	None	impedimento-05691144-n			None	obstacle.n.01, abstraction.n.06, psychological_feature.n.01, cognitive_factor.n.01, hindrance.n.01, entity.n.01, cognition.n.01, difficulty.n.02	aceptar-00797697-v			
impide		impedir	uniword	VERB		None				None					
implantes;implantes.		implant	uniword	ADJ		None				None					
implante		implante	uniword	NOUN	12, 61	None	plantar-01567275-v		u.c.StringArray(elements=['med. prótesis, tejido o sustancia que se coloca en el cuerpo para mejorar alguna de sus funciones, o con fines estéticos.', 'plantar, encajar, injertar.'])	None	put.v.01, move.v.02	implante-03563710-n			
inactivo		inactivo	uniword	ADJ	12, 28	None	inactivo-01564315-a	not in physical motion: estático, inactivo, inmóvil, parado, quedo, quieto		None		inactivo-00033574-a	not active physically or mentally: inactivo		
incertidumbre		incertidumbre	uniword	NOUN		None				None					
incierto		incierto	uniword	ADJ		None				None					
incontables		incontabl	uniword	ADJ		u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])				None					
infierno		infierno	uniword	PROPN	2	None	infierno-05629381-n	(religion) the world of the dead: Hades, abismo, averno, infierno, inframundo, orco, submundo		None	imagination.n.01, imaginary_place.n.01, creativity.n.01, ability.n.02, psychological_feature.n.01, abstraction.n.06, entity.n.01, cognition.n.01	infierno-07305907-n	a cause of difficulty and suffering: infierno		
influir	influir en las respuestas	influir	uniword	VERB	53	None	influir-00701040-v			None	cause.v.01, make.v.03				
injusta	enfermedad injusta	injusta	uniword	ADJ		None				None					
inmenso	agradecimiento inmenso	inmenso	uniword	ADJ	3	None	inmenso-01385255-a			None					
inmersa	pasar una vida inmersa en hospitales	inmerso	uniword	ADJ	2, 83	None	inmersión-00442981-n			None	act.n.02, activity.n.01, water_sport.n.01, event.n.01, swimming.n.01, psychological_feature.n.01, diversion.n.01, abstraction.n.06, sport.n.01, entity.n.01				
insaciado		insaciados	uniword	ADJ	3	None	insaciable-02078399-a	impossible to satisfy: insaciable, insaciado		None		insaciablemente-00376761-r	(no definition): insaciablemente		
insoportables		insoportable	uniword	ADJ	25	None	soporte-04359589-n	insoportable-01711724-		None	whole.n.02, physical_entity.n.01, device.n.01, object.n.01, instrumentality.n.03, entity.n.01, artifact.n.01				
insípida		insípido	uniword	ADJ		None				None					
integrantes		integrante	uniword	ADJ	7	None	integrante-03081021-n	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system: componente, constituyente, elemento, integrante		None	part.n.02, physical_entity.n.01, entity.n.01, object.n.01	integrante-01330986-a	(no definition): integrante		
intercambiar		intercambiar	uniword	VERB		None	intercambiar-00121926-v	cause to change places: intercambiar, reemplazar, transponer		None	change.v.01	intercambiar-02257370-v	give to, and receive from, one another: cambiar, intercambiar		
interior	paz interior	interior	uniword	PROPN	3	None			u.c.StringArray(elements=['que está en la parte de adentro.'])	None				u.c.StringArray(elements=['que solo se siente en el alma.'])	
intervención		intervención	uniword	NOUN		None				None					
intervenir;intervinieron	intervenir, intervención	intervenir	uniword	VERB	6	None	intervenir-02188848-v			None	perceive.v.01, listen_in.v.02, listen.v.01	intervenir-00083809-v			
intervenirme		intervenir yo	uniword	VERB		None				None					
inundan		inundar	uniword	VERB	6, 82	None	inundar-00217700-v			None	touch.v.05, flood.v.02, cover.v.02				
invasiva	invadir, invasivo	invasivo	uniword	ADJ	32, 61	None	invadir-01126360-v	["march aggressively into another's territory by military force for the purposes of conquest and occupation: invadir, ocupar"]		None	attack.v.01, contend.v.06				
va;fuimos;ido;van;iba;vayas;ir	¿cómo (pro) ir?, ¿cómo te está yendo? , ir bien	ir	uniword	VERB	2, 22, 6, 35, 35	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	ir-00341560-v	follow a certain course: ir, proceder		None	happen.v.01	estar-02604760-v	have the quality of being; (copula, used with an adjective or a predicate noun): estar, ser		
va;fuimos;ido;van;iba;vayas;ir	ir(se) la vida	ir	uniword	VERB	2, 22, 6, 35, 36	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	ir-00341560-v	follow a certain course: ir, proceder		None	happen.v.01	ir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		
va;fuimos;ido;van;iba;vayas;ir		ir	uniword	VERB	2, 22, 6, 35, 37	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	ir-00341560-v	follow a certain course: ir, proceder		None	happen.v.01	ir-02372605-v	follow a procedure or take a course: acudir, avanzar, ir, proceder		
va;fuimos;ido;van;iba;vayas;ir	ir a peor, ir y venir	ir	uniword	VERB	2, 22, 6, 35, 38	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	ir-00341560-v	follow a certain course: ir, proceder		None	happen.v.01	ir-02727039-v	change or be different within limits: ir		
irme		ir yo	uniword	VERB		u.c.StringArray(elements=['Emociones » Molestia (física o mental)'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00292672-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/destrozar-00333758-v'])					
irían		irir	uniword	VERB		u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])					
irradia		irradiar	uniword	VERB		u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])				u.c.StringArray(elements=['transmitir, propagar, difundir. (rae)'])	
jodido	ser jodido renunciar al tratamiento por el costo	jodido	uniword	ADJ		None				None					
junta	juntar(se) emociones	junta	uniword	PROPN		None				None					
juzgo		juzgo	uniword	NOUN		None				None					
larga;largos		largo	uniword	ADJ		None				None					
leches		leches	uniword	NOUN		None	leche-05399034-n	produced by mammary glands of female mammals for feeding their young: leche		None	substance.n.01, entity.n.01, part.n.01, relation.n.01, nutriment.n.01, liquid_body_substance.n.01, abstraction.n.06, physical_entity.n.01, food.n.01, matter.n.03, body_substance.n.01, substance.n.07	leche-07410207-n	a vigorous blow: cinturón, derribo, golpe, golpe fuerte, hostia, lechazo, leche, mamporro, piña, tortazo, zambombazo		
lejanos		lejano	uniword	ADJ	3	None	lejano-00442917-a			None					
lenta		lento	uniword	ADJ	22	None				None					
levantarlo	levantar el ánimo	levantar él	uniword	VERB	3, 77	None	levantar-00018405-v			None	move.v.02, raise.v.02	animar-00193130-v			
librando		librar	uniword	VERB		None				None					
librarse		librar él	uniword	VERB	3, 35	None	librarse-02074677-v	run away from confinement: desatarse, escapar, escaparse, evadir, evadirse, fugarse, huir, irse, librarse		None	flee.v.01, scat.v.01, leave.v.01	librarse-02350175-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/librarse+de-01513430-v			
libre	libre de enfermedad	libre	uniword	ADJ	22	None	libre-01416255-a			None					
lidiar		lidiar	uniword	VERB	3, 2, 21	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	lidiar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/agresivo-01244846-a'])		experimentar-02108026-v	go through (mental or physical states or experiences): experimentar, tener		
ligero		ligero	uniword	ADJ	11	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	ligero-01186733-a	weighing relatively little compared with another item or object of similar use: ligero		None		peque%C3%B1o-01391351-a			
limitados		limitado	uniword	NOUN	6	None	límite-13903738-n			None	attribute.n.02, line.n.04, boundary.n.02, abstraction.n.06, entity.n.01, shape.n.02	capaz-00051045-a			
limpiar	limpiar, limpio	limpiar	uniword	VERB	22	None	limpio-00417413-a	free from dirt or impurities; or having clean habits: limpio		None		curado-02541012-a	freed from illness or injury: cerrado, cicatrizado, curado, recuperado, repuesto, restablecido		
limpios;limpia;limpio	limpiar, limpio	limpio	uniword	ADJ	22	None	limpio-00417413-a	free from dirt or impurities; or having clean habits: limpio		None		curado-02541012-a	freed from illness or injury: cerrado, cicatrizado, curado, recuperado, repuesto, restablecido		
llegué;llegamos;llegó;llegado	llegar resultados	llegar	uniword	VERB	5	None	llegar-00341917-v			None	happen.v.01	recibir-02210119-v			
llegué;llegamos;llegó;llegado	llegar a decir	llegar	uniword	VERB	81	None				None		llegar-01063529-v			
llena;lleno	llenar, lleno	llenar	uniword	VERB	31	u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])	lleno-00560100-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/lleno-01083157-a			u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n'])		cuantioso-00013887-a	present in great quantity: abundante, bastante, colmado, copiosa, copioso, cuantioso		
llevaderos;llevadero		llevadero	uniword	VERB		None				None					
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando		llevar	uniword	VERB	25, 2	None	llevar-01432601-v	move while holding up or supporting: llevar, traer		None	transport.v.02, move.v.02	doler-00065070-v	feel pain or be in pain: doler, lesionar, padecer, sufrir		
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando		llevar	uniword	VERB		None	llevar-01432601-v	move while holding up or supporting: llevar, traer		None	transport.v.02, move.v.02	llevar-01218084-v	bear or be able to bear the weight, pressure,or responsibility of: llevar		
llevar;lleva;llevaban;llevo;lleven;llevamos;llevaba;llevaron;llevando		llevar	uniword	VERB		None	llevar-00047745-v	["have on one's person: llevar, vestir"]		None	have.v.02	llevar-01434140-v	be accompanied by: llevar, traer		
llevarà		llevarà	uniword	NOUN		None				None					
llevé		llevé	uniword	VERB		None				None					
logro	ser un logro	lograr	uniword	VERB	28	None	logro-00036762-n			None	act.n.02, abstraction.n.06, event.n.01, action.n.01, psychological_feature.n.01, accomplishment.n.01, entity.n.01				
lotería	siento mucho lo que estáis pasando, es una triste lotería en este sorteo que es la vida'	lotería	uniword	NOUN	2	None	lotería-00508091-n			None	act.n.02, activity.n.01, gambling.n.01, event.n.01, wrongdoing.n.02, game.n.01, psychological_feature.n.01, transgression.n.01, diversion.n.01, vice.n.02, abstraction.n.06, entity.n.01, game_of_chance.n.01				
luchas;lucha	luchar, luchador, lucha, seguir luchando	lucha	uniword	NOUN	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchado	luchar, luchador, lucha, seguir luchando	luchado	uniword	ADJ	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchadores;luchadores y luchadoras;luchador	luchar, luchador, lucha, seguir luchando	luchador	uniword	ADJ	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchadoras;luchadora	luchar, luchador, lucha, seguir luchando	luchadora	uniword	NOUN	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchanco	luchar, luchador, lucha, seguir luchando	luchanco	uniword	VERB	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchar!;luchando;luchando.;luchando!;luchamos;luchar	luchar, luchador, lucha, seguir luchando	luchar	uniword	VERB	6, 11, 2, 71, 22, 34	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		enfermo-10595647-n	a person suffering from an illness: enfermo		
luchar!;luchando;luchando.;luchando!;luchamos;luchar	luchar, luchador, lucha, seguir luchando	luchar	uniword	VERB	6, 11, 2, 71, 22, 35	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		estar enfermo-00065370-v	suffer from; be ill with: estar enfermo, padecer, tener		
luchar!;luchando;luchando.;luchando!;luchamos;luchar	luchar, luchador, lucha, seguir luchando	luchar	uniword	VERB	6, 11, 2, 71, 22, 36	None	luchar-01090335-v	be engaged in a fight; carry on a fight: batallar, combatir, esforzarse con denuedo, forcejear, lidiar, luchar, pelear, pugnar		None		luchar-01091427-v, luchar-02531199-v	fight against or resist strongly: defender, defenderse, derrotar, enfrentarse, luchar, oponer, oponerse, oponerse a, pelear; make a serious effort to attain something: luchar, pujar		
luzcan	lucir, luz	lucir	uniword	VERB	34	None	luz-05018103-n	the quality of being luminous; emitting or reflecting light: luminancia, luminosidad, luz		None	attribute.n.02, physical_property.n.01, abstraction.n.06, entity.n.01, property.n.02	optimismo-07541558-n	the optimistic feeling that all is going to turn out well: optimismo		
luz	lucir, luz	luz	uniword	NOUN	34	None	luz-05018103-n	the quality of being luminous; emitting or reflecting light: luminancia, luminosidad, luz		None	attribute.n.02, physical_property.n.01, abstraction.n.06, entity.n.01, property.n.02	optimismo-07541558-n	the optimistic feeling that all is going to turn out well: optimismo		
maligna;malignas;maligno;malignos		maligno	uniword	ADJ	11, 12	u.c.StringArray(elements=['Cancer » Otros'])	maligno-00224515-a	(no definition): maligno, malvado, maléfico, malévolo		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/maligno-00225099-a'])		maligno-02594714-a	(no definition): canceroso, maligno		
malo		malo	uniword	ADJ	11, 25	None	malo-01125429-a	having undesirable or negative qualities: mal, malo		None		enfermedad-14061805-n	impairment of normal physiological function affecting part or all of an organism: afección, enfermedad, mal, patología		
malígnas		malígna	uniword	ADJ	11, 25	None	malo-01125429-a	having undesirable or negative qualities: mal, malo		None		enfermedad-14061805-n	impairment of normal physiological function affecting part or all of an organism: afección, enfermedad, mal, patología		
mandar;mandaron;mando		mandar	uniword	VERB		None	mandar-00746718-v	give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar		None	communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03	mandar-00750172-v	instruct or command with authority: mandar		
mandar;mandaron;mando		mandar	uniword	VERB		None	mandar-00746718-v	give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar		None	communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03	mandar-01062555-v	transfer: despachar, enviar, expedir, llevarse, mandar, remitir		
mandar;mandaron;mando		mandar	uniword	VERB	6, 83, 5	None	mandar-00746718-v	give instructions to or direct somebody to do something with authority: decir, declarar, encargar, imponer, indicar, mandar, ordenar, sentenciar		None	communicate.v.01, request.v.02, transfer.v.02, ask.v.02, request.v.01, move.v.02, convey.v.03	mandar-01437254-v	to cause or order to be taken, directed, or transmitted to another place: cursar, despachar, enviar, expedir, mandar, remitir, transmitir		
mande		mandar	uniword	VERB		u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])					
mantener;mantiene	mantener, mantenimiento	mantener	uniword	VERB	34	None	mantener-02679899-v			None	keep.v.01	mantener-01773130-v			
mantenimiento	mantener, mantenimiento	mantenimiento	uniword	NOUN	34	None	mantener-02679899-v			None	keep.v.01	mantener-01773130-v			
maravilla	el cirujano es una maravilla	maravilla	uniword	NOUN	72	None	milagro-07288801-n"			None					
maravillosas	seguiré disfrutando de las pequeñas cosas en la vida que son maravillosas	maravilloso	uniword	ADJ		None				None					
marchaba		marchar	uniword	VERB		None				None					
márgenes		margen	uniword	NOUN	12, 82	u.c.StringArray(elements=['Tratamiento'])	margen-06389398-n', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/margen-09213565-n			None		margen-03264542-n	the outside limit of an object or area or surface; a place farthest away from the center of something: margen		
marta		marta	uniword	PROPN		u.c.StringArray(elements=['Cancer » Cáncer como entidad'])				None					
masa		masa	uniword	NOUN	12	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	masa-05024254-n			None	attribute.n.02, fundamental_quantity.n.01, physical_property.n.01, measure.n.02, abstraction.n.06, entity.n.01, property.n.02				
matar		matar	uniword	VERB	11, 22	None	matar-02482425-v			None	kill.v.01	curar-00081725-v			
materia		materia	uniword	NOUN		None				None					
mazazo		mazazo	uniword	NOUN	38	None	golpe-00133338-n		u.c.StringArray(elements=['m. golpe dado con una maza o un mazo. (rae)'])	None	act.n.02, blow.n.01, stroke.n.12, abstraction.n.06, event.n.01, psychological_feature.n.01, motion.n.03, action.n.01, change.n.03, entity.n.01			u.c.StringArray(elements=['m. suceso, situación, etc., que causa fuerte impresión. (rae)'])	
mejorase		mejorar	uniword	VERB	22	u.c.StringArray(elements=['Emociones » Otros'])	mejorar-00205046-v	get better: adelantar, ganar, mejorar, progresar		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])	change_state.v.01, change.v.02	mejorar-00270561-v	heal or recover: arreglar, curar, curarse, mejorar, sanar, sanear		
mejorarlo		mejorar él	uniword	VERB		None				None					
meterlo	meter, meter(se), metido	meter él	uniword	VERB	32, 3, 72	None	meterse-01025602-v	insert casually: colar, incluir, insertar, introducir subrepticiamente, meterse		None	express.v.02, add.v.02, state.v.01	operar-00083809-v	perform surgery on: intervenir, operar		
metidos		metido	uniword	ADJ		None				None					
miedo		miedo	uniword	NOUN		u.c.StringArray(elements=['Estar enfermo con cáncer » Dolor'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/llevar-01432601-v'])					
miembros		miembro	uniword	NOUN	76	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	xtremidad-05559908-n			None	body_part.n.01, part.n.03, physical_entity.n.01, thing.n.12, entity.n.01, external_body_part.n.01	miembro-10307234-n	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization): miembro		
mierda	ser una mierda	mierda	uniword	PROPN	2	None	mierda-14854262-n			None	substance.n.01, waste.n.01, part.n.01, entity.n.01, material.n.01, matter.n.03, physical_entity.n.01, body_waste.n.01, abstraction.n.06, relation.n.01				
milagro		milagro	uniword	NOUN	22, 6	None				None					
miraras		mirar	uniword	VERB		None				None					
mojarse		mojar él	uniword	VERB	53, 72	None	mojar-00216216-v			None	wet.v.01, change.v.01	opinar-01027668-v			
molestar	molestar, molestia	molestar	uniword	VERB	25	None	molestar-01787955-v	cause annoyance in; disturb, especially by minor irritations: agobiar, enfadar, fastidiar, incomodar, irritar, molestar, mortificar, provocar, vejar		None	displease.v.01	doler-00065070-v	feel pain or be in pain: doler, lesionar, padecer, sufrir		
molestias	molestar, molestia	molestia	uniword	NOUN	25	None	molestar-01787955-v	cause annoyance in; disturb, especially by minor irritations: agobiar, enfadar, fastidiar, incomodar, irritar, molestar, mortificar, provocar, vejar		None	displease.v.01	doler-00065070-v	feel pain or be in pain: doler, lesionar, padecer, sufrir		
monstruo		monstruo	uniword	NOUN	11	None	monstruo-09491966-n	an imaginary creature usually having various human and animal parts: monstruo		None	imagination.n.01, creativity.n.01, ability.n.02, psychological_feature.n.01, abstraction.n.06, imaginary_being.n.01, entity.n.01, cognition.n.01	cáncer-14239918-n	any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream: carcinoma, cáncer		
morimos;moría	morir, muerto de miedo	morir	uniword	VERB	3, 33, 32	None	morir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		None	change_state.v.01, change.v.02	suplicio-07496755-n	extreme mental distress: agonía, angustia, martirio, suplicio, torcedor, tormento, tortura		
moverse		mover él	uniword	VERB		None				None					
muerta	morir, muerto de miedo	muerto	uniword	ADJ	3, 33, 32	None	morir-00358431-v	pass from physical life and lose all bodily attributes and functions necessary to sustain life: acudir, asfixiar, asfixiarse, caducar, caer muerto, colgar los guayos, croar, dejar de existir, diñar, entregar el alma, espichar, estirar la pata, estrangular, exhalar el último suspiro, expirar, fallecer, fenecer, finar, ir, irse al otro barrio, morir, palmar, pasar, pasar a mejor vida, perder la vida, perecer, salir, salir de este mundo, sucumbir, vencer		None	change_state.v.01, change.v.02	suplicio-07496755-n	extreme mental distress: agonía, angustia, martirio, suplicio, torcedor, tormento, tortura		
mundo		mundo	uniword	NOUN		None	mundo-09466280-n	everything that exists anywhere: cosmos, creación, macrocosmo, macrocosmos, mundo, naturaleza, universo		None	natural_object.n.01, whole.n.02, object.n.01, physical_entity.n.01, entity.n.01	mundo-08179689-n	people in general considered as a whole: mundo, pueblo, público		
mutación		mutación	uniword	NOUN	12	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	mudar-01855606-v		u.c.StringArray(elements=['acción y efecto de mudar o mudarse.'])	None		mutaci%C3%B3n-07425011-n			
natural		natural	uniword	ADJ	39	u.c.StringArray(elements=['Cancer » Tecnicismo cáncer'])	natural-01570892-a	existing in or produced by nature; not artificial or imitation: natural		None		natural-01595050-a	functioning or occurring in a normal way; lacking abnormalities or deficiencies: natural		
necesito		necesitar	uniword	VERB	3	None	necesitar-01188725-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-02627934-v			None		necesitar-00709205-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-01189113-v', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/necesitar-02635547-v			
negro		negro	uniword	ADJ	31, 33	u.c.StringArray(elements=['Personas » Familia, pareja, hijos'])	negro-00274068-a	extremely dark: negro		u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/protagonista-10172793-n'])		negro-00364881-a', 'https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/negro-01050088-a			
notablemente		notablemente	uniword	ADV		u.c.StringArray(elements=['Emociones » Otros'])				u.c.StringArray(elements=['https://github.com/4dpicture/Medical-FLAVORS/data/wordnet/proceso-00029677-n'])					
